game	Tecmo_Classic_Arcade	tbowl	\N	\N	\N	\N	\N	Tecmo Bowl	1987	Tecmo	\N	\N	\N	
game	Tecmo_Classic_Arcade	rygar	\N	\N	\N	\N	\N	Rygar	1986	Tecmo	\N	\N	\N	
game	Tecmo_Classic_Arcade	starforc	\N	\N	\N	\N	\N	Star Force	1984	Tehkan	\N	\N	\N	
game	Tecmo_Classic_Arcade	solomon	\N	\N	\N	\N	\N	Solomon's Key	1986	Tecmo	\N	\N	\N	
game	Tecmo_Classic_Arcade	pleiads	\N	\N	\N	\N	\N	Pleiads	1981	Tehkan	\N	\N	\N	
game	Tecmo_Classic_Arcade	senjyo	\N	\N	\N	\N	\N	Senjyo	1983	Tehkan	\N	\N	\N	
game	Tecmo_Classic_Arcade	pbaction	\N	\N	\N	\N	\N	Pinball Action	1985	Tehkan	\N	\N	\N	
game	Tecmo_Classic_Arcade	stratof	\N	\N	\N	\N	\N	Raiga - Strato Fighter	1991	Tecmo	\N	\N	\N	
game	Tecmo_Classic_Arcade	swimmer	\N	\N	\N	\N	\N	Swimmer	1982	Tehkan	\N	\N	\N	
game	Tecmo_Classic_Arcade	bombjack	\N	\N	\N	\N	\N	Bomb Jack	1984	Tehkan	\N	\N	\N	
game	Tecmo_Classic_Arcade	twrldc94	\N	\N	\N	\N	\N	Tecmo World Cup '94	1994	Tecmo	\N	\N	\N	
