game	JAE	pooyans	\N	\N	\N	\N	\N	Pooyan (Stern)	1982	[Konami] (Stern license)	\N	\N	\N	
game	JAE	kungfum	\N	\N	\N	\N	\N	Kung Fu Master	1984	Irem	\N	\N	\N	
game	JAE	sbagman	\N	\N	\N	\N	\N	Super Bagman	1984	Valadon Automation	\N	\N	\N	
game	JAE	dkongjr	\N	\N	\N	\N	\N	Donkey Kong Junior (US)	1982	Nintendo of America	\N	\N	\N	
game	JAE	bagman	\N	\N	\N	\N	\N	Bagman	1982	Valadon Automation	\N	\N	\N	
game	JAE	omegrace	\N	\N	\N	\N	\N	Omega Race	1981	Midway	\N	\N	\N	
game	JAE	nibbler	\N	\N	\N	\N	\N	Nibbler (set 1)	1982	Rock-ola	\N	\N	\N	
game	JAE	invaders	\N	\N	\N	\N	\N	Space Invaders	1978	Midway	\N	\N	\N	
game	JAE	pengo	\N	\N	\N	\N	\N	Pengo (set 1)	1982	Sega	\N	\N	\N	
game	JAE	amidaru	\N	\N	\N	\N	\N	Amidar (Stern)	1982	Konami (Stern license)	\N	\N	\N	
game	JAE	mspacman	\N	\N	\N	\N	\N	Ms. Pac-Man	1981	bootleg	\N	\N	\N	
game	JAE	scramble	\N	\N	\N	\N	\N	Scramble	1981	Konami	\N	\N	\N	
game	JAE	galaxian	\N	\N	\N	\N	\N	Galaxian (Namco)	1979	Namco	\N	\N	\N	
game	JAE	centiped	\N	\N	\N	\N	\N	Centipede (revision 3)	1980	Atari	\N	\N	\N	
game	JAE	frogseg2	\N	\N	\N	\N	\N	Frogger (Sega set 2)	1981	[Konami] (Sega license)	\N	\N	\N	
game	JAE	dkong	\N	\N	\N	\N	\N	Donkey Kong (US)	1981	Nintendo of America	\N	\N	\N	
game	JAE	pacman	\N	\N	\N	\N	\N	PuckMan (Japan set 1)	1980	Namco	\N	\N	\N	
game	JAE	asteroid	\N	\N	\N	\N	\N	Asteroids (rev 2)	1979	Atari	\N	\N	\N	
game	JAE	nitedrvr	\N	\N	\N	\N	\N	Night Driver	1976	Atari	\N	\N	\N	
game	JAE	astrof	\N	\N	\N	\N	\N	Astro Fighter (set 1)	1980	Data East	\N	\N	\N	
game	JAE	spacduel	\N	\N	\N	\N	\N	Space Duel	1980	Atari	\N	\N	\N	
game	JAE	bwidow	\N	\N	\N	\N	\N	Black Widow	1982	Atari	\N	\N	\N	
game	JAE	dominos	\N	\N	\N	\N	\N	Dominos	1977	Atari	\N	\N	\N	
game	JAE	astdelux	\N	\N	\N	\N	\N	Asteroids Deluxe (rev 2)	1980	Atari	\N	\N	\N	
game	JAE	gravitar	\N	\N	\N	\N	\N	Gravitar (version 3)	1982	Atari	\N	\N	\N	
game	JAE	travrusa	\N	\N	\N	\N	\N	Traverse USA / Zippy Race	1983	Irem	\N	\N	\N	
game	JAE	pleiads	\N	\N	\N	\N	\N	Pleiads (Tehkan)	1981	Tehkan	\N	\N	\N	
game	JAE	phoenix	\N	\N	\N	\N	\N	Phoenix (Amstar)	1980	Amstar	\N	\N	\N	
game	JAE	dkong3	\N	\N	\N	\N	\N	Donkey Kong 3 (US)	1983	Nintendo of America	\N	\N	\N	
game	JAE	mario	\N	\N	\N	\N	\N	Mario Bros. (US)	1983	Nintendo of America	\N	\N	\N	
game	JAE	ldrun	\N	\N	\N	\N	\N	Lode Runner (set 1)	1984	Irem (licensed from Broderbund)	\N	\N	\N	
game	JAE	arkatayt	\N	\N	\N	\N	\N	Arkanoid (Tayto bootleg, Japanese)	1986	bootleg	\N	\N	\N	
game	JAE	tempest	\N	\N	\N	\N	\N	Tempest (rev 3)	1980	Atari	\N	\N	\N	
game	JAE	berzerk	\N	\N	\N	\N	\N	Berzerk (set 1)	1980	Stern	\N	\N	\N	
game	JAE	carnival	\N	\N	\N	\N	\N	Carnival (upright)	1980	Sega	\N	\N	\N	
game	JAE	atetris	\N	\N	\N	\N	\N	Tetris (set 1)	1988	Atari Games	\N	\N	\N	
game	JAE	defender	\N	\N	\N	\N	\N	Defender (Red label)	1980	Williams	\N	\N	\N	
game	JAE	joust	\N	\N	\N	\N	\N	Joust (White/Green label)	1982	Williams	\N	\N	\N	
game	JAE	bzone	\N	\N	\N	\N	\N	Battle Zone (set 1)	1980	Atari	\N	\N	\N	
game	JAE	redbaron	\N	\N	\N	\N	\N	Red Baron	1980	Atari	\N	\N	\N	
game	JAE	startrek	\N	\N	\N	\N	\N	Star Trek	1982	Sega	\N	\N	\N	
game	JAE	tacscan	\N	\N	\N	\N	\N	Tac/Scan	1982	Sega	\N	\N	\N	
game	JAE	tailg	\N	\N	\N	\N	\N	Tailgunner	1979	Cinematronics	\N	\N	\N	
