game	NeoJukeBox_v2.7	ssf2	\N	\N	\N	\N	\N	Super Street Fighter 2: The New Challengers [sound only]	1993	Capcom	\N	\N	\N	
game_comment	NeoJukeBox_v2.7	ssf2	 QSound games	
game_rom	NeoJukeBox_v2.7	ssf2	ssfj01.bin	\N	\N	131072	eb247e8c	24296c18d9b1136d69712bf1c9d9d15463041e83	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q1.bin	\N	\N	524288	a6f9da5c	6d19f83a01bd25b838d5c2871f7964529d926c98	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q2.bin	\N	\N	524288	8c66ae26	32a82aee6ed4480e5a990f9af161734c7c0a1403	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q3.bin	\N	\N	524288	695cc2ca	c2675f0233608b76de528d2a6ef19846d1348060	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q4.bin	\N	\N	524288	9d9ebe32	9b26329370041374f1a90b479a172d2bc2801c4d	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q5.bin	\N	\N	524288	4770e7b7	0e764f0befb9227b0b36508d8ca8ec9be31bcb05	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q6.bin	\N	\N	524288	4e79c951	1144781d7dc57ef8a6458d982f5c91548ff59e27	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q7.bin	\N	\N	524288	cdd14313	ebe767a9d4b51dba4282fa0a36a546a88620dd59	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ssf2	ssf-q8.bin	\N	\N	524288	6f5a088c	6c0b4690479647a99d76335f174be8455b4ff118	\N	\N	\N	\N	\N	\N	
game	NeoJukeBox_v2.7	ddtod	\N	\N	\N	\N	\N	Dungeons & Dragons: Tower of Doom [sound only]	1993	Capcom	\N	\N	\N	
game_comment	NeoJukeBox_v2.7	ddtod	 sfa appears lower down (different ROM names)	
game_rom	NeoJukeBox_v2.7	ddtod	dad-01.bin	\N	\N	131072	3f5e2424	4aa744576bc6752c43a90a27a816ebd90076b248	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ddtod	dad-11m.bin	\N	\N	2097152	0c499b67	a8ebd8a1cd6dece8344b7cb0439d85843fb97616	\N	\N	\N	\N	\N	\N	
game_rom	NeoJukeBox_v2.7	ddtod	dad-12m.bin	\N	\N	2097152	2f0b5a4e	8d1ebbb811aa469b0f0d29d719d2b9af28fb63a2	\N	\N	\N	\N	\N	\N	
